,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020
119,,Thailand,South-East Asia Region,2.0,2.0,2.0,4.0,4.0,5.0,5.0,14.0,14.0,14.0,14.0,19.0,19.0,19.0,19.0,25.0,25.0,25.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,37.0,40.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,47.0,47.0,48.0,50.0,50.0,53.0,59.0,70.0,75.0,75.0,75.0,114.0,147.0,177.0,212.0,322.0,322.0,411.0,721.0,827.0,934.0,934.0,1136.0,1136.0,1388.0,1524.0,1524.0,1771.0,1771.0,1875.0
120,,Indonesia,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,19.0,27.0,34.0,34.0,69.0,117.0,117.0,172.0,172.0,227.0,309.0,369.0,450.0,514.0,579.0,686.0,790.0,893.0,1046.0,1155.0,1285.0,1414.0,1528.0,1677.0,1790.0
121,,India,South-East Asia Region,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,29.0,30.0,31.0,34.0,43.0,44.0,60.0,73.0,74.0,82.0,107.0,114.0,137.0,137.0,151.0,195.0,195.0,283.0,415.0,434.0,562.0,649.0,724.0,724.0,979.0,1071.0,1071.0,1636.0,1636.0,1965.0
122,,Sri Lanka,South-East Asia Region,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,11.0,19.0,29.0,29.0,42.0,59.0,59.0,72.0,82.0,97.0,102.0,102.0,106.0,106.0,106.0,120.0,120.0,143.0,143.0,148.0
123,,Bangladesh,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,10.0,17.0,17.0,24.0,27.0,33.0,39.0,39.0,48.0,48.0,48.0,49.0,49.0,54.0,54.0,56.0
124,,Maldives,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,8.0,8.0,8.0,9.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,17.0,17.0,18.0,18.0,19.0
125,,Myanmar,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,15.0,15.0,16.0
126,,Nepal,South-East Asia Region,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0
127,,Bhutan,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0
128,,Timor-Leste,South-East Asia Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,,Iran,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,18.0,28.0,43.0,61.0,95.0,141.0,245.0,388.0,593.0,978.0,1501.0,2336.0,2922.0,3513.0,4747.0,5823.0,6566.0,7161.0,8042.0,9000.0,10075.0,11364.0,12729.0,14991.0,14991.0,16169.0,17361.0,18407.0,19644.0,20610.0,21638.0,23049.0,24811.0,27017.0,29406.0,32332.0,35408.0,38309.0,41495.0,44606.0,47593.0,50468.0
130,,Pakistan,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,16.0,16.0,19.0,20.0,21.0,28.0,52.0,187.0,187.0,241.0,302.0,461.0,495.0,784.0,887.0,991.0,1057.0,1057.0,1235.0,1526.0,1625.0,1865.0,2039.0,2291.0,2450.0
131,,Saudi Arabia,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,8.0,7.0,15.0,15.0,20.0,21.0,21.0,62.0,103.0,103.0,133.0,171.0,238.0,238.0,274.0,392.0,511.0,562.0,767.0,900.0,1012.0,1104.0,1203.0,1299.0,1453.0,1563.0,1720.0,1885.0
132,,Qatar,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,8.0,8.0,8.0,11.0,12.0,15.0,18.0,24.0,262.0,262.0,262.0,337.0,401.0,439.0,442.0,442.0,452.0,460.0,470.0,494.0,501.0,526.0,537.0,549.0,562.0,590.0,634.0,693.0,781.0,835.0,949.0
133,,Egypt,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,48.0,55.0,59.0,59.0,67.0,67.0,93.0,93.0,126.0,166.0,166.0,196.0,210.0,256.0,285.0,327.0,366.0,402.0,456.0,495.0,536.0,576.0,609.0,656.0,710.0,779.0,865.0
134,,Iraq,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,6.0,7.0,8.0,13.0,19.0,26.0,31.0,36.0,36.0,44.0,54.0,60.0,61.0,61.0,70.0,70.0,93.0,93.0,124.0,124.0,154.0,164.0,177.0,193.0,214.0,233.0,266.0,316.0,346.0,382.0,458.0,506.0,547.0,630.0,694.0,728.0,772.0
135,,Bahrain,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,33.0,33.0,38.0,40.0,47.0,49.0,49.0,49.0,49.0,49.0,56.0,79.0,109.0,110.0,189.0,195.0,210.0,211.0,221.0,229.0,237.0,256.0,269.0,285.0,306.0,337.0,377.0,392.0,419.0,458.0,473.0,476.0,515.0,515.0,567.0,569.0,643.0
136,,United Arab Emirates,Eastern Mediterranean Region,,,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,13.0,13.0,13.0,13.0,19.0,19.0,19.0,21.0,21.0,27.0,27.0,27.0,45.0,45.0,45.0,59.0,74.0,74.0,85.0,85.0,85.0,98.0,98.0,98.0,113.0,140.0,140.0,153.0,153.0,198.0,248.0,333.0,333.0,405.0,468.0,570.0,611.0,664.0,814.0,1024.0
137,,Morocco,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,18.0,28.0,38.0,38.0,49.0,61.0,74.0,86.0,115.0,143.0,170.0,225.0,275.0,358.0,437.0,516.0,574.0,638.0,676.0,735.0
138,,Lebanon,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,13.0,13.0,13.0,16.0,22.0,28.0,32.0,41.0,41.0,66.0,66.0,77.0,93.0,99.0,109.0,120.0,133.0,149.0,163.0,206.0,248.0,267.0,304.0,333.0,368.0,391.0,412.0,438.0,446.0,463.0,479.0,508.0
139,,Tunisia,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,7.0,16.0,16.0,18.0,20.0,24.0,29.0,39.0,54.0,60.0,75.0,89.0,114.0,173.0,197.0,227.0,278.0,312.0,362.0,394.0,423.0,455.0
140,,Jordan,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,35.0,35.0,52.0,56.0,69.0,84.0,112.0,127.0,153.0,172.0,212.0,235.0,246.0,259.0,268.0,274.0,278.0,299.0
141,,Kuwait,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,12.0,43.0,43.0,45.0,45.0,56.0,56.0,56.0,58.0,58.0,58.0,62.0,64.0,65.0,69.0,80.0,80.0,100.0,112.0,112.0,130.0,130.0,142.0,148.0,159.0,176.0,189.0,191.0,195.0,208.0,208.0,235.0,235.0,255.0,266.0,289.0,317.0,417.0
142,,Oman,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,12.0,15.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,19.0,20.0,22.0,24.0,24.0,33.0,39.0,48.0,52.0,55.0,84.0,99.0,99.0,109.0,152.0,167.0,167.0,179.0,210.0,231.0,252.0
143,,Afghanistan,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,10.0,16.0,21.0,22.0,22.0,22.0,24.0,24.0,40.0,42.0,74.0,80.0,80.0,106.0,114.0,114.0,166.0,192.0,235.0,269.0
144,,Djibouti,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12.0,12.0,13.0,15.0,19.0,26.0,31.0,34.0,41.0
145,,Sudan,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,8.0
146,,Syrian Arab Republic,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0,16.0
147,,Libya,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,8.0,8.0,10.0,10.0,10.0
148,,Somalia,Eastern Mediterranean Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0
149,,occupied Palestinian territory,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,16.0,16.0,19.0,26.0,30.0,30.0,31.0,35.0,38.0,38.0,39.0,41.0,44.0,47.0,48.0,52.0,59.0,59.0,60.0,64.0,84.0,97.0,104.0,115.0,117.0,134.0,134.0,165.0
150,,United States of America,Region of the Americas,,,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,35.0,35.0,35.0,53.0,53.0,59.0,59.0,62.0,62.0,62.0,64.0,108.0,129.0,148.0,213.0,213.0,213.0,472.0,696.0,987.0,1264.0,1678.0,1678.0,1678.0,3503.0,3536.0,7087.0,10442.0,15219.0,15219.0,31573.0,42164.0,51914.0,63570.0,68334.0,85228.0,103321.0,122653.0,140640.0,163199.0,187320.0,213600.0
151,,Canada,Region of the Americas,,,,,,,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,14.0,19.0,19.0,27.0,30.0,30.0,45.0,51.0,57.0,62.0,77.0,93.0,93.0,138.0,176.0,244.0,304.0,424.0,424.0,569.0,736.0,846.0,1048.0,1384.0,1432.0,1739.0,3409.0,3555.0,4018.0,4757.0,5655.0,6317.0,7695.0,9005.0,10114.0
152,,Brazil,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,13.0,19.0,25.0,25.0,34.0,52.0,77.0,98.0,121.0,200.0,234.0,234.0,291.0,428.0,621.0,904.0,904.0,1546.0,2201.0,2433.0,2433.0,2915.0,3417.0,3904.0,4256.0,4579.0,5717.0,6836.0
153,,Chile,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,5.0,10.0,13.0,17.0,23.0,33.0,43.0,61.0,75.0,156.0,156.0,238.0,342.0,434.0,434.0,632.0,746.0,922.0,1142.0,1306.0,1610.0,1909.0,1909.0,2449.0,2738.0,3031.0,3404.0
154,,Ecuador,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,7.0,7.0,13.0,14.0,14.0,15.0,15.0,15.0,17.0,17.0,23.0,23.0,37.0,58.0,58.0,155.0,199.0,367.0,506.0,532.0,790.0,1049.0,1211.0,1211.0,1595.0,1823.0,1835.0,1962.0,2240.0,2372.0,3163.0
155,,Panama,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,10.0,14.0,27.0,27.0,43.0,69.0,69.0,86.0,109.0,137.0,137.0,245.0,345.0,345.0,558.0,558.0,674.0,786.0,901.0,989.0,989.0,1181.0,1317.0
156,,Mexico,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,11.0,12.0,26.0,41.0,53.0,53.0,82.0,93.0,118.0,164.0,164.0,251.0,370.0,370.0,478.0,478.0,589.0,717.0,848.0,993.0,1094.0,1215.0,1378.0
157,,Argentina,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,9.0,12.0,12.0,17.0,19.0,31.0,34.0,45.0,56.0,65.0,65.0,79.0,97.0,128.0,158.0,225.0,266.0,301.0,387.0,502.0,589.0,690.0,745.0,820.0,966.0,1054.0,1133.0
158,,Peru,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,9.0,11.0,17.0,22.0,28.0,43.0,71.0,86.0,86.0,145.0,234.0,234.0,318.0,318.0,395.0,416.0,480.0,580.0,580.0,635.0,671.0,852.0,1065.0,1323.0,1323.0
159,,Dominican Republic,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,34.0,72.0,72.0,72.0,245.0,312.0,392.0,488.0,581.0,581.0,581.0,901.0,1109.0,1284.0,1380.0
160,,Colombia,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,9.0,9.0,16.0,24.0,24.0,45.0,45.0,93.0,108.0,145.0,196.0,196.0,277.0,306.0,470.0,470.0,491.0,539.0,608.0,702.0,798.0,906.0,1065.0
161,,Uruguay,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,29.0,79.0,94.0,94.0,135.0,162.0,162.0,217.0,217.0,238.0,274.0,303.0,309.0,320.0,338.0,350.0
162,,Costa Rica,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,9.0,13.0,13.0,22.0,23.0,23.0,23.0,41.0,41.0,50.0,87.0,113.0,113.0,117.0,158.0,177.0,201.0,201.0,231.0,263.0,295.0,314.0,314.0,347.0,375.0
163,,Cuba,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,4.0,5.0,5.0,10.0,11.0,16.0,16.0,16.0,40.0,48.0,57.0,67.0,80.0,119.0,119.0,170.0,186.0,212.0,233.0
164,,Venezuela,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,33.0,33.0,36.0,36.0,36.0,36.0,70.0,70.0,77.0,91.0,91.0,106.0,113.0,113.0,129.0,129.0,143.0,144.0
165,,Bolivia,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,11.0,11.0,11.0,12.0,15.0,16.0,19.0,24.0,27.0,28.0,39.0,39.0,61.0,74.0,74.0,97.0,107.0,115.0,123.0
166,,Trinidad and Tobago,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,5.0,7.0,9.0,9.0,9.0,50.0,51.0,57.0,60.0,61.0,66.0,74.0,76.0,82.0,85.0,89.0,90.0
167,,Honduras,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,52.0,52.0,67.0,67.0,110.0,139.0,139.0,172.0,219.0
168,,Paraguay,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,11.0,11.0,13.0,18.0,22.0,22.0,27.0,41.0,41.0,52.0,56.0,59.0,64.0,65.0,69.0,77.0
169,,Guatemala,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,6.0,9.0,12.0,12.0,18.0,20.0,21.0,24.0,24.0,25.0,32.0,34.0,36.0,36.0,39.0,47.0
170,,Jamaica,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,8.0,10.0,10.0,12.0,13.0,15.0,16.0,16.0,19.0,19.0,21.0,26.0,26.0,26.0,30.0,32.0,36.0,36.0,38.0,44.0
171,,Barbados,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,5.0,5.0,17.0,18.0,18.0,18.0,24.0,24.0,26.0,33.0,33.0,33.0,45.0
172,,El Salvador,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,5.0,13.0,13.0,13.0,19.0,24.0,30.0,30.0,32.0,41.0
173,,Dominica,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
174,,Bahamas,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,10.0,10.0,14.0,14.0,15.0,21.0
175,,Haiti,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,16.0,16.0
176,,Suriname,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
177,,Antigua and Barbuda,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
178,,Grenada,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0
179,,Guyana,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,12.0,19.0,19.0
180,,Nicaragua,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0
181,,Saint Lucia,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,13.0,13.0
182,,Belize,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
183,,Saint Kitts and Nevis,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,8.0,8.0,8.0
184,,Saint Vincent and the Grenadines,Region of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
185,,Guadeloupe,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,18.0,18.0,33.0,45.0,51.0,51.0,56.0,62.0,73.0,76.0,76.0,96.0,96.0,96.0,106.0,114.0,125.0,128.0
186,,Martinique,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,6.0,10.0,15.0,16.0,16.0,23.0,32.0,32.0,32.0,32.0,53.0,57.0,66.0,66.0,93.0,93.0,105.0,111.0,119.0,128.0,131.0
187,,Puerto Rico,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,5.0,6.0,14.0,21.0,23.0,31.0,39.0,51.0,64.0,64.0,64.0,64.0,174.0,239.0,286.0,316.0
188,,Aruba,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,5.0,5.0,5.0,8.0,9.0,12.0,19.0,19.0,28.0,46.0,46.0,50.0,55.0,55.0,60.0
189,,French Guiana,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,6.0,1.0,7.0,7.0,7.0,7.0,11.0,15.0,15.0,15.0,18.0,20.0,23.0,28.0,28.0,31.0,31.0,31.0,43.0,46.0,51.0,55.0
190,,Bermuda,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,15.0,17.0,22.0,22.0,27.0,32.0,32.0
191,,United States Virgin Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,6.0,6.0,17.0,17.0,17.0,17.0,17.0,17.0,22.0,30.0,30.0,30.0,33.0
